xVal,yVal
638,399
639,400
640,401
641,401
642,402
643,403
644,403
645,404
646,404
647,405
648,405
649,406
650,406
651,407
652,407
653,407
654,407
655,407
656,407
657,407
658,407
659,407
660,407
661,406
662,406
663,405
664,405
665,404
666,403
667,402
668,401
669,400
670,398
671,396
672,395
673,393
674,393
675,390
676,389
677,386
678,384
679,382
680,380
681,377
682,375
683,372
684,370
685,368
686,367
687,364
688,361
689,359
690,356
691,353
692,351
693,348
694,345
695,343
696,341
697,339
698,336
699,334
700,331
701,329
702,326
703,324
704,321
705,319
706,317
707,315
708,312
709,310
710,308
711,305
712,303
713,301
714,299
715,296
716,293
717,291
718,290
719,288
720,285
721,283
722,281
723,279
724,277
725,274
726,273
727,270
728,269
729,267
730,265
731,263
732,261
733,259
734,257
735,255
736,253
737,252
738,249
739,248
740,246
741,244
742,242
743,241
744,239
745,237
746,235
747,233
748,232
749,230
750,229
751,227
752,225
753,224
754,222
755,220
756,218
757,217
758,215
759,213
760,212
761,211
762,209
763,208
764,206
765,205
766,203
767,201
768,200
769,198
770,197
771,196
772,194
773,193
774,191
775,190
776,188
777,187
778,185
779,184
780,182
781,181
782,180
783,179
784,177
785,176
786,174
787,173
788,172
789,170
790,169
791,167
792,166
793,165
794,164
795,163
796,161
797,160
798,159
799,157
800,156
801,155
802,154
803,152
804,152
805,150
806,149
807,148
808,146
809,145
810,144
811,143
812,142
813,140
814,139
815,138
816,138
817,136
818,135
819,134
820,133
821,132
822,130
823,129
824,128
825,127
826,126
827,125
828,124
829,123
830,122
831,121
832,120
833,118
834,117
835,116
836,116
837,115
838,114
839,113
840,112
841,110
842,109
843,108
844,107
845,106
846,105
847,105
848,104
849,103
850,102
851,101
852,100
853,99
854,98
855,97
856,96
857,95
858,94
859,93
860,92
861,91
862,90
863,89
864,89
865,88
866,87
867,86
868,85
869,84
870,83
871,82
872,81
873,81
874,80
875,79
876,78
877,77
878,76
879,75
880,74
881,74
882,73
883,72
884,71
885,70
886,69
887,69
888,68
889,67
890,66
891,66
892,65
893,64
894,63
895,62
896,61
897,61
898,60
899,59
900,58
901,57
902,57
903,56
904,55
905,55
906,54
907,53
908,52
909,52
910,51
911,50
912,49
913,48
914,48
915,47
916,46
917,46
918,45
919,44
920,43
921,43
922,42
923,41
924,41
925,40
926,39
927,39
928,38
929,37
930,36
931,36
932,35
933,34
934,34
935,33
936,33
937,32
938,31
939,30
940,30
941,29
942,28
943,28
944,27
945,26
946,26
947,25
948,25
949,24
950,23
951,23
952,22
953,21
954,21
955,20
956,20
957,19
958,18
959,18
960,17
961,16
962,16
963,15
964,14
965,14
966,13
967,12
968,12
969,12
970,11
971,10
972,10
973,9
974,9
975,8
976,7
977,7
978,6
979,6
980,6
981,5
982,5
983,5
984,4
985,4
986,3
987,3
988,3
989,3
990,3
991,2
992,2
993,1
994,1
995,1
996,0
997,0
998,0
999,0
1000,0
