xVal,yVal
677,115
678,114
679,113
680,113
681,112
682,111
683,110
684,110
685,109
686,108
687,107
688,107
689,106
690,105
691,104
692,104
693,103
694,102
695,102
696,101
697,100
698,99
699,99
700,98
701,97
702,96
703,96
704,95
705,94
706,94
707,93
708,93
709,92
710,91
711,91
712,90
713,89
714,89
715,88
716,87
717,87
718,86
719,86
720,85
721,84
722,83
723,83
724,82
725,82
726,81
727,81
728,80
729,80
730,79
731,78
732,78
733,77
734,77
735,76
736,76
737,75
738,74
739,74
740,74
741,73
742,72
743,72
744,71
745,71
746,70
747,70
748,69
749,68
750,68
751,68
752,67
753,67
754,66
755,66
756,65
757,65
758,64
759,64
760,63
761,63
762,62
763,62
764,61
765,61
766,60
767,60
768,59
769,59
770,58
771,58
772,58
773,57
774,56
775,56
776,56
777,55
778,55
779,54
780,54
781,54
782,53
783,53
784,52
785,52
786,52
787,51
788,51
789,50
790,50
791,49
792,49
793,48
794,48
795,48
796,47
797,47
798,46
799,46
800,46
801,45
802,45
803,44
804,44
805,44
806,43
807,43
808,43
809,42
810,42
811,42
812,41
813,41
814,40
815,40
816,40
817,40
818,39
819,39
820,38
821,38
822,38
823,37
824,37
825,36
826,36
827,36
828,36
829,35
830,35
831,34
832,34
833,34
834,34
835,33
836,33
837,32
838,32
839,32
840,32
841,31
842,31
843,31
844,30
845,30
846,30
847,30
848,29
849,29
850,28
851,28
852,28
853,28
854,27
855,27
856,27
857,26
858,26
859,26
860,26
861,25
862,25
863,24
864,24
865,24
866,24
867,23
868,23
869,23
870,23
871,22
872,22
873,22
874,22
875,22
876,21
877,21
878,20
879,20
880,20
881,20
882,20
883,19
884,19
885,19
886,19
887,18
888,18
889,18
890,18
891,18
892,17
893,17
894,16
895,16
896,16
897,16
898,16
899,15
900,15
901,15
902,14
903,14
904,14
905,14
906,14
907,13
908,13
909,13
910,12
911,12
912,12
913,12
914,12
915,12
916,11
917,11
918,11
919,11
920,11
921,10
922,10
923,10
924,10
925,10
926,10
927,9
928,9
929,9
930,8
931,8
932,8
933,8
934,8
935,8
936,7
937,7
938,7
939,7
940,6
941,6
942,6
943,6
944,6
945,6
946,6
947,5
948,5
949,5
950,5
951,5
952,5
953,5
954,5
955,5
956,5
957,4
958,4
959,4
960,4
961,4
962,4
963,4
964,4
965,3
966,3
967,3
968,3
969,3
970,3
971,3
972,3
973,3
974,3
975,3
976,3
977,3
978,3
979,3
980,3
981,2
982,2
983,2
984,2
985,2
986,2
987,2
988,2
989,1
990,1
991,1
992,1
993,1
994,1
995,1
996,0
997,0
998,0
999,0
1000,0
