xVal,yVal
559,208
560,208
561,209
562,210
563,210
564,211
565,211
566,212
567,212
568,212
569,213
570,213
571,214
572,214
573,214
574,215
575,215
576,215
577,215
578,216
579,216
580,216
581,216
582,216
583,216
584,215
585,215
586,215
587,215
588,214
589,213
590,213
591,212
592,211
593,210
594,208
595,207
596,205
597,204
598,203
599,201
600,199
601,197
602,196
603,193
604,192
605,189
606,188
607,185
608,184
609,182
610,180
611,178
612,176
613,174
614,173
615,171
616,169
617,167
618,165
619,164
620,163
621,161
622,160
623,158
624,157
625,155
626,154
627,152
628,151
629,149
630,148
631,147
632,146
633,145
634,144
635,142
636,141
637,140
638,138
639,137
640,136
641,136
642,134
643,133
644,132
645,131
646,130
647,129
648,128
649,126
650,125
651,125
652,124
653,123
654,122
655,121
656,120
657,119
658,118
659,117
660,116
661,115
662,114
663,114
664,113
665,112
666,112
667,111
668,110
669,109
670,108
671,107
672,106
673,106
674,105
675,104
676,104
677,103
678,102
679,101
680,101
681,100
682,99
683,98
684,98
685,97
686,96
687,96
688,95
689,94
690,93
691,93
692,92
693,92
694,91
695,90
696,90
697,89
698,89
699,88
700,87
701,87
702,86
703,85
704,85
705,84
706,84
707,83
708,82
709,82
710,81
711,81
712,80
713,80
714,79
715,78
716,78
717,78
718,77
719,76
720,76
721,75
722,75
723,74
724,74
725,73
726,72
727,72
728,72
729,71
730,71
731,70
732,70
733,69
734,68
735,68
736,68
737,67
738,67
739,66
740,66
741,65
742,65
743,64
744,64
745,63
746,63
747,62
748,62
749,62
750,61
751,61
752,60
753,60
754,59
755,59
756,58
757,58
758,58
759,57
760,57
761,56
762,56
763,56
764,55
765,55
766,54
767,54
768,54
769,53
770,52
771,52
772,52
773,51
774,51
775,51
776,50
777,50
778,50
779,49
780,49
781,48
782,48
783,48
784,47
785,47
786,47
787,46
788,46
789,46
790,45
791,45
792,44
793,44
794,44
795,43
796,43
797,43
798,42
799,42
800,42
801,41
802,41
803,40
804,40
805,40
806,40
807,39
808,39
809,39
810,38
811,38
812,38
813,37
814,37
815,36
816,36
817,36
818,36
819,35
820,35
821,35
822,34
823,34
824,34
825,34
826,33
827,33
828,32
829,32
830,32
831,32
832,31
833,31
834,31
835,30
836,30
837,30
838,30
839,30
840,29
841,29
842,28
843,28
844,28
845,28
846,27
847,27
848,27
849,27
850,26
851,26
852,26
853,26
854,25
855,25
856,25
857,24
858,24
859,24
860,24
861,23
862,23
863,23
864,23
865,22
866,22
867,22
868,22
869,22
870,21
871,21
872,20
873,20
874,20
875,20
876,20
877,19
878,19
879,19
880,19
881,19
882,18
883,18
884,18
885,18
886,18
887,17
888,17
889,16
890,16
891,16
892,16
893,16
894,16
895,15
896,15
897,15
898,15
899,14
900,14
901,14
902,14
903,14
904,13
905,13
906,13
907,12
908,12
909,12
910,12
911,12
912,12
913,11
914,11
915,11
916,11
917,11
918,10
919,10
920,10
921,10
922,10
923,10
924,10
925,9
926,9
927,8
928,8
929,8
930,8
931,8
932,8
933,7
934,7
935,7
936,7
937,7
938,7
939,6
940,6
941,6
942,6
943,6
944,6
945,5
946,5
947,5
948,5
949,5
950,5
951,5
952,5
953,5
954,5
955,4
956,4
957,4
958,4
959,4
960,4
961,4
962,4
963,4
964,3
965,3
966,3
967,3
968,3
969,3
970,3
971,3
972,3
973,3
974,3
975,3
976,3
977,3
978,3
979,3
980,2
981,2
982,2
983,2
984,2
985,2
986,2
987,2
988,2
989,1
990,1
991,1
992,1
993,1
994,1
995,1
996,0
997,0
998,0
999,0
1000,0
