xVal,yVal
280,103
281,104
282,104
283,104
284,105
285,105
286,106
287,107
288,107
289,108
290,109
291,110
292,111
293,111
294,112
295,113
296,114
297,114
298,116
299,117
300,118
301,119
302,120
303,122
304,122
305,124
306,125
307,127
308,128
309,130
310,131
311,133
312,135
313,137
314,138
315,140
316,142
317,144
318,146
319,148
320,150
321,152
322,155
323,157
324,159
325,161
326,163
327,164
328,167
329,169
330,171
331,173
332,175
333,177
334,180
335,181
336,183
337,184
338,186
339,188
340,190
341,192
342,194
343,196
344,198
345,200
346,201
347,203
348,204
349,206
350,208
351,210
352,212
353,213
354,215
355,217
356,218
357,220
358,222
359,223
360,224
361,226
362,228
363,229
364,231
365,232
366,234
367,235
368,237
369,238
370,239
371,240
372,242
373,243
374,244
375,246
376,247
377,248
378,250
379,251
380,252
381,253
382,254
383,255
384,256
385,257
386,258
387,259
388,261
389,262
390,263
391,263
392,264
393,265
394,266
395,267
396,268
397,269
398,270
399,270
400,271
401,272
402,272
403,273
404,274
405,274
406,275
407,276
408,276
409,277
410,277
411,278
412,278
413,279
414,279
415,279
416,280
417,280
418,281
419,281
420,281
421,281
422,282
423,282
424,283
425,283
426,283
427,283
428,283
429,283
430,283
431,283
432,283
433,283
434,283
435,283
436,283
437,283
438,284
439,283
440,283
441,283
442,283
443,283
444,283
445,283
446,283
447,283
448,283
449,282
450,282
451,282
452,281
453,281
454,281
455,281
456,281
457,281
458,280
459,280
460,280
461,280
462,280
463,279
464,279
465,279
466,279
467,278
468,278
469,278
470,277
471,277
472,277
473,277
474,276
475,276
476,276
477,275
478,275
479,275
480,275
481,275
482,275
483,274
484,274
485,274
486,273
487,273
488,273
489,273
490,273
491,272
492,272
493,272
494,272
495,272
496,272
497,271
498,271
499,271
500,271
501,271
502,271
503,271
504,271
505,271
506,271
507,271
508,271
509,271
510,271
511,271
512,271
513,271
514,271
515,271
516,271
517,271
518,271
519,271
520,271
521,271
522,271
523,271
524,271
525,271
526,271
527,272
528,272
529,272
530,272
531,272
532,273
533,273
534,273
535,273
536,273
537,274
538,274
539,274
540,275
541,275
542,275
543,275
544,276
545,276
546,277
547,277
548,277
549,278
550,278
551,279
552,279
553,279
554,280
555,280
556,281
557,281
558,282
559,282
560,283
561,283
562,284
563,284
564,285
565,285
566,286
567,286
568,287
569,288
570,288
571,289
572,290
573,290
574,291
575,291
576,292
577,292
578,293
579,294
580,295
581,295
582,296
583,297
584,298
585,298
586,299
587,300
588,300
589,301
590,302
591,303
592,303
593,304
594,305
595,306
596,307
597,307
598,308
599,309
600,310
601,311
602,312
603,313
604,314
605,314
606,315
607,317
608,317
609,318
610,319
611,320
612,321
613,322
614,323
615,324
616,325
617,326
618,327
619,327
620,329
621,330
622,331
623,332
624,333
625,334
626,335
627,336
628,337
629,338
630,339
631,340
632,341
633,342
634,343
635,345
636,346
637,347
638,348
639,349
640,350
641,351
642,351
643,353
644,354
645,355
646,356
647,357
648,358
649,359
650,360
651,361
652,361
653,362
654,363
655,364
656,365
657,366
658,366
659,367
660,368
661,369
662,370
663,371
664,371
665,371
666,372
667,373
668,373
669,374
670,375
671,375
672,376
673,377
674,377
675,377
676,377
677,378
678,378
679,379
680,379
681,379
682,380
683,380
684,380
685,380
686,381
687,381
688,381
689,381
690,381
691,381
692,381
693,381
694,381
695,381
696,380
697,380
698,380
699,379
700,379
701,379
702,378
703,378
704,377
705,377
706,376
707,376
708,375
709,374
710,373
711,372
712,371
713,370
714,369
715,368
716,367
717,366
718,365
719,363
720,362
721,361
722,359
723,358
724,356
725,354
726,352
727,350
728,349
729,347
730,346
731,344
732,342
733,339
734,337
735,335
736,332
737,331
738,328
739,326
740,324
741,321
742,319
743,316
744,313
745,311
746,308
747,305
748,302
749,300
750,298
751,295
752,293
753,289
754,286
755,283
756,281
757,277
758,274
759,271
760,269
761,267
762,264
763,261
764,258
765,256
766,253
767,249
768,246
769,244
770,241
771,239
772,236
773,233
774,230
775,228
776,225
777,222
778,220
779,217
780,214
781,211
782,209
783,207
784,204
785,202
786,200
787,197
788,194
789,192
790,190
791,187
792,184
793,182
794,181
795,179
796,176
797,174
798,172
799,169
800,167
801,165
802,163
803,160
804,159
805,157
806,156
807,153
808,151
809,149
810,147
811,145
812,143
813,141
814,140
815,138
816,136
817,134
818,133
819,131
820,129
821,127
822,125
823,124
824,122
825,120
826,119
827,117
828,116
829,114
830,113
831,111
832,109
833,108
834,107
835,105
836,104
837,103
838,101
839,99
840,98
841,97
842,95
843,94
844,92
845,91
846,90
847,89
848,88
849,86
850,85
851,84
852,82
853,81
854,80
855,78
856,77
857,76
858,76
859,74
860,73
861,72
862,71
863,70
864,69
865,68
866,66
867,65
868,64
869,64
870,62
871,61
872,61
873,60
874,59
875,58
876,57
877,56
878,55
879,54
880,53
881,53
882,52
883,50
884,49
885,49
886,48
887,47
888,46
889,45
890,44
891,44
892,43
893,42
894,41
895,41
896,40
897,39
898,38
899,37
900,37
901,36
902,36
903,35
904,34
905,33
906,33
907,32
908,31
909,31
910,30
911,29
912,29
913,28
914,28
915,27
916,26
917,26
918,25
919,24
920,24
921,23
922,23
923,22
924,22
925,21
926,21
927,20
928,20
929,19
930,19
931,18
932,18
933,17
934,16
935,16
936,16
937,15
938,15
939,14
940,14
941,13
942,13
943,12
944,12
945,12
946,11
947,11
948,10
949,10
950,10
951,9
952,9
953,8
954,8
955,8
956,7
957,7
958,7
959,6
960,6
961,6
962,6
963,5
964,5
965,5
966,5
967,5
968,4
969,4
970,4
971,4
972,4
973,3
974,3
975,3
976,3
977,3
978,3
979,3
980,3
981,3
982,3
983,2
984,2
985,2
986,2
987,2
988,2
989,2
990,1
991,1
992,1
993,1
994,1
995,1
996,0
997,0
998,0
999,0
1000,0
