"","VID","yPos","xPos","race","lat","lon"
"315",71546,824,884,"Black",38.91576,-77.07581
"316",61780,1395,1031,"Black",38.8602,-77.06898
"317",77566,1070,1404,"Black",38.89191,-77.05161
"318",67826,968,1129,"Black",38.90179,-77.06439
"319",31181,1555,982,"Black",38.84471,-77.07125
"320",32466,589,744,"Black",38.93865,-77.08234
"321",62290,531,847,"Black",38.94426,-77.07751
"322",22414,635,1127,"Black",38.93423,-77.06452
"323",21878,562,745,"Black",38.94129,-77.08229
"324",36721,991,1497,"Black",38.8995,-77.04727
"325",22237,1248,849,"Black",38.87456,-77.07746
"326",77727,1095,1627,"Black",38.8894633608236,-77.0412225645216
"327",19883,719,675,"Black",38.92604,-77.08552
"328",23728,399,1011,"Black",38.9571196431552,-77.0699173709695
"329",33958,315,683,"Black",38.9653158272933,-77.0851680585339
"330",46109,1329,1159,"Black",38.86669,-77.06302
"331",60998,1820,884,"Black",38.81887,-77.07582
"332",86595,1455,1115,"Black",38.854398271077,-77.0650602332585
"333",66431,325,713,"Black",38.96433,-77.08378
"334",59224,388,314,"Black",38.95823,-77.10232
"335",15770,1288,1391,"Black",38.87062,-77.05224
"336",38954,527,833,"Black",38.94471,-77.07817
"337",55481,554,625,"Black",38.9421,-77.08787
"338",48462,1685,903,"Black",38.83203,-77.07492
"339",47299,876,1449,"Black",38.91071,-77.04953
"340",82219,413,898,"Black",38.95581,-77.07517
"341",30103,497,959,"Black",38.9476,-77.0723
"342",51335,786,838,"Black",38.91951,-77.07793
"343",38291,461,762,"Black",38.95109,-77.08147
"344",46577,455,830,"Black",38.9516988806787,-77.0783167951087
"345",45631,1206,1246,"Black",38.8786538828268,-77.0589881150384
"346",73354,366,709,"Black",38.96034,-77.08397
"347",77835,447,776,"Black",38.95248,-77.08083
"348",55566,1760,893,"Black",38.82469,-77.0754
"349",77464,498,762,"Black",38.94756,-77.08147
"350",82104,1808,881,"Black",38.82006,-77.07596
"351",35450,395,722,"Black",38.95755,-77.08336
"352",74827,1136,1522,"Black",38.88543,-77.04614
"353",57531,796,864,"Black",38.9185,-77.07676
"354",14042,1675,1045,"Black",38.8329918671421,-77.0683431953666
"355",57186,1430,1006,"Black",38.8568,-77.07012
"356",13497,504,893,"Black",38.94692,-77.07541
"357",89210,942,1040,"Black",38.90436,-77.06853
"358",83578,706,810,"Black",38.92728,-77.07927
"359",10892,676,804,"Black",38.93016,-77.07953
"360",89973,85,640,"Black",38.9877,-77.08715
"361",39476,742,687,"Black",38.92378,-77.08496
"362",42561,1916,810,"Black",38.80951,-77.07924
"363",56668,924,1514,"Black",38.90608,-77.04651
"364",79198,1319,1364,"Black",38.86764,-77.0535
"365",28091,1027,1511,"Black",38.89601,-77.04665
"366",30085,1668,916,"Black",38.83365,-77.07431
"367",49428,1193,1439,"Black",38.87993,-77.04998
"368",41952,366,950,"Black",38.96036,-77.07272
"369",12611,1605,945,"Black",38.8397957631279,-77.072953733485
"370",59607,829,905,"Black",38.91534,-77.07483
"371",38569,1357,1158,"Black",38.86393,-77.06306
"372",68293,939,1071,"Black",38.90457,-77.0671
"373",14068,1321,1193,"Black",38.8674155706559,-77.0614165778399
"374",78834,1687,1014,"Black",38.83184,-77.06975
"375",37994,411,759,"Black",38.95599,-77.08162
"376",27251,1731,973,"Black",38.82759,-77.07167
"377",16604,643,746,"Black",38.93337,-77.08222
"378",83879,926,1081,"Black",38.90585,-77.06667
"379",27213,1389,1182,"Black",38.86085,-77.06197
"380",83231,1395,1337,"Black",38.86021,-77.05472
"381",71682,1404,1169,"Black",38.859410040282,-77.062535381808
"382",85416,1012,1618,"Black",38.89746,-77.04167
"383",82167,1196,1144,"Black",38.87961,-77.06372
"384",37711,822,939,"Black",38.91597,-77.07325
"385",83564,1161,1282,"Black",38.88299,-77.05729
"386",17517,675,1117,"Black",38.9303278803974,-77.0649899753338
"387",10872,1127,1111,"Black",38.88636,-77.06525
"388",69443,1169,1493,"Black",38.88224,-77.04746
"389",10848,1156,1453,"Black",38.88351,-77.04936
"390",67096,1540,1128,"Black",38.84612,-77.06447
"391",24863,1119,1333,"Black",38.88711,-77.05491
"392",57523,82,701,"Black",38.98794,-77.08434
"393",70834,506,999,"Black",38.94676,-77.07044
"394",87914,1195,968,"Black",38.8797283127421,-77.07191311722
"395",74981,1124,1589,"Black",38.88663,-77.04301
"396",76233,613,707,"Black",38.9363113918225,-77.084065520045
"397",57850,1241,1227,"Black",38.87527,-77.05985
"398",24495,1384,1214,"Black",38.86131,-77.06048
"399",30690,1786,891,"Black",38.82223,-77.07549
"400",53107,914,948,"Black",38.90708,-77.07285
"401",80194,1269,860,"Black",38.87251,-77.07691
"402",49241,330,799,"Black",38.96389,-77.07976
"403",88171,986,1151,"Black",38.90004,-77.0634
"404",72584,1065,1266,"Black",38.89232,-77.05805
"405",53323,923,1341,"Black",38.90615,-77.05456
"406",20548,1603,972,"Black",38.83999,-77.07171
"407",63002,701,1098,"Black",38.92774,-77.06584
"408",37234,843,1421,"Black",38.91392,-77.05081
"409",52206,1393,1064,"Black",38.86041,-77.06742
"410",38070,1258,834,"Black",38.87359,-77.07814
"411",89042,1648,1004,"Black",38.83567,-77.07021
"412",49754,1458,1181,"Black",38.85413,-77.06201
"413",53728,922,795,"Black",38.90624,-77.07995
"414",46228,1705,931,"Black",38.83012,-77.07364
"415",64216,402,750,"Black",38.9568130647905,-77.0820536295855
"416",83738,479,1012,"Black",38.94936,-77.06986
"417",75118,870,834,"Black",38.9113247420503,-77.0781263591887
"418",80538,705,695,"Black",38.92737,-77.08461
"419",76344,783,945,"Black",38.9198,-77.07297
"420",57223,1650,1002,"Black",38.83544,-77.07032
"421",29259,1042,1609,"Black",38.8945435027076,-77.0420969156311
"422",65442,1271,1222,"Black",38.87234,-77.06009
"423",83872,1102,1332,"Black",38.88877,-77.05495
"424",23538,1151,1294,"Black",38.88395,-77.05672
"425",29195,1787,891,"Black",38.8220964967518,-77.0754671439063
"426",64643,1076,1429,"Black",38.89129,-77.05045
"427",52682,981,1158,"Black",38.90052,-77.06309
"428",45237,1718,899,"Black",38.82886,-77.0751
"429",62181,678,751,"Black",38.92997,-77.082
"430",87284,323,781,"Black",38.96449,-77.0806
"431",77458,361,743,"Black",38.9608414550487,-77.0823695180324
"432",65626,481,858,"Black",38.94914,-77.07703
"433",11020,1039,1298,"Black",38.89487,-77.05654
"434",54290,1094,1461,"Black",38.8895,-77.04895
"435",28888,697,809,"Black",38.92815,-77.0793
"436",37039,1267,1128,"Black",38.87269,-77.06444
"437",84990,979,1539,"Black",38.90069,-77.04535
"438",32681,1538,1195,"Black",38.84635,-77.06134
"439",83271,1381,1322,"Black",38.86163,-77.05544
"440",79708,1167,1413,"Black",38.88241,-77.05119
"441",38187,992,1417,"Black",38.89942,-77.051
"442",68131,910,1112,"Black",38.90739,-77.06518
"443",48174,1159,1151,"Black",38.88318,-77.06338
"444",23770,409,970,"Black",38.95619,-77.0718
"445",54992,1114,1514,"Black",38.8875826898009,-77.0465189591778
"446",68961,1597,939,"Black",38.84062,-77.07327
"447",46080,1475,1201,"Black",38.8524732851772,-77.0610592758706
"448",49622,926,1042,"Black",38.9058489587335,-77.0684828356916
"449",73320,712,764,"Black",38.9266618481972,-77.0813924523061
"450",24440,1327,1089,"Black",38.86689,-77.06628
"451",44980,1584,1080,"Black",38.84188,-77.06671
"452",76047,1607,974,"Black",38.83961,-77.07164
"453",65268,1760,865,"Black",38.82471,-77.07671
"454",56931,329,766,"Black",38.96391,-77.08132
"455",72117,441,772,"Black",38.95309,-77.08101
"456",68032,1269,1138,"Black",38.87247,-77.06398
"457",79954,1717,893,"Black",38.82893,-77.07541
"458",61171,1075,1304,"Black",38.89136,-77.05629
"459",41847,1193,1157,"Black",38.87991,-77.06311
"460",78472,1752,958,"Black",38.82552,-77.07235
"461",29638,1372,1030,"Black",38.8625185364104,-77.0690353918208
"462",82608,1150,1482,"Black",38.88411,-77.04798
"463",44984,863,762,"Black",38.91201,-77.08149
"464",86165,1286,1223,"Black",38.87081,-77.06003
"465",61101,441,840,"Black",38.95309,-77.07788
"466",88619,692,692,"Black",38.9286825947146,-77.084761278728
"467",79227,1090,1454,"Black",38.8899,-77.04929
"468",39227,414,962,"Black",38.9556816766565,-77.0721867538347
"469",29748,941,1078,"Black",38.9043853177287,-77.0667809141987
"470",13395,694,886,"Black",38.92843,-77.07571
"471",86745,313,684,"Black",38.96553,-77.08513
"472",21896,1080,1360,"Black",38.89089,-77.05368
"473",58587,460,491,"Black",38.95119,-77.0941
"474",83259,363,670,"Black",38.96062,-77.08579
"475",48292,338,603,"Black",38.96311,-77.08889
"476",29622,1215,1252,"Black",38.87777,-77.05869
"477",25618,947,1034,"Black",38.90388,-77.06883
"478",80805,452,873,"Black",38.95203,-77.07634
"479",30005,456,740,"Black",38.95158,-77.08253
"480",15675,1540,1157,"Black",38.8461463006769,-77.0630991586457
"481",46609,729,1238,"Black",38.9250704812568,-77.0593290820436
"482",47481,1421,1021,"Black",38.8577399935708,-77.0694231644996
"483",37628,1358,1166,"Black",38.8638,-77.06268
"484",79833,1299,1379,"Black",38.8696,-77.05279
"485",11440,1476,1102,"Black",38.85231,-77.06565
"486",23988,1036,1479,"Black",38.89517,-77.04811
"487",44576,747,965,"Black",38.9233,-77.07205
"488",52900,1388,962,"Black",38.8609367177458,-77.0721986517056
"489",11909,482,967,"Black",38.9490422731427,-77.071961484589
"490",80186,786,867,"Black",38.91954,-77.07662
"491",19237,654,799,"Black",38.93237,-77.07975
"492",70557,955,1370,"Black",38.90307,-77.05318
"493",56472,1194,1135,"Black",38.8798,-77.06414
"494",22859,762,1136,"Black",38.92181,-77.06407
"495",22186,1123,1464,"Black",38.88672,-77.04881
"496",83390,501,968,"Black",38.94721,-77.07189
"497",49309,1468,1040,"Black",38.85316,-77.06856
"498",60529,1228,1213,"Black",38.87647,-77.06048
"499",50610,1604,1004,"Black",38.8399193950008,-77.0702226844337
"500",70032,1087,1413,"Black",38.89022,-77.05119
"501",32914,470,976,"Black",38.95019,-77.07152
"502",22360,926,1327,"Black",38.9058381746261,-77.0552224602007
"503",11468,1410,1023,"Black",38.8587402719225,-77.0693525781366
"504",44924,1407,975,"Black",38.85903,-77.07159
"505",71461,1403,1186,"Black",38.85947,-77.06176
"506",75086,1313,1064,"Black",38.86819,-77.06743
"507",82327,1362,1367,"Black",38.86348,-77.05336
"508",40452,1256,1148,"Black",38.87373,-77.06353
"509",55155,384,832,"Black",38.95864,-77.07821
"510",65931,1465,1053,"Black",38.8534407816465,-77.0679389147991
"511",11611,1421,1021,"Black",38.85772,-77.06942
