"","id","yPos","xPos","race","lat","lon","ward","age","sex"
"31",189786,119,682,"Black",38.9792112125773,-77.0345798800079,"Ward 4","65-74","Male"
"32",898792,808,825,"Black",38.9169119576326,-77.01670821244,"Ward 1","65-74","Male"
"33",746413,1712,864,"Black",38.8351214855279,-77.0117984560503,"Ward 8","35-54","Male"
"34",789538,1080,1420,"Black",38.8923140367867,-76.9421609087632,"Ward 7","55-64","Male"
"35",214785,527,903,"Black",38.9423156834799,-77.0069646134268,"Ward 5","65-74","Male"
"36",738314,723,1253,"Black",38.924619129524,-76.9630374441732,"Ward 5","55-64","Male"
"37",571972,675,769,"Black",38.9289680551225,-77.0237115366005,"Ward 1","75 plus","Male"
"38",889856,870,731,"Black",38.9113188676926,-77.0285193383495,"Ward 2","65-74","Male"
"39",821364,124,746,"Black",38.9787727686779,-77.0266137470595,"Ward 4","75 plus","Male"
"40",145710,1377,1187,"Black",38.8653813700702,-76.971314837458,"Ward 8","35-54","Male"
"41",486231,524,812,"Black",38.94258966107,-77.0182736104934,"Ward 4","35-54","Male"
"42",701429,1763,896,"Black",38.8304690439404,-77.0077625439456,"Ward 8","65-74","Male"
"43",743368,1517,1209,"Black",38.8527797573413,-76.9686542307819,"Ward 8","55-64","Male"
"44",177648,1648,1024,"Black",38.8408975533565,-76.9917142613514,"Ward 8","75 plus","Male"
"45",766431,655,681,"Black",38.9307743118693,-77.0347159994599,"Ward 1","75 plus","Male"
"46",663096,344,941,"Black",38.9588747045978,-77.0021658245084,"Ward 4","75 plus","Male"
"47",770782,931,1084,"Black",38.9058004653676,-76.9842013716156,"Ward 5","75 plus","Male"
"48",608578,363,786,"Black",38.9571206767916,-77.021580617985,"Ward 4","35-54","Female"
"49",729717,1155,1256,"Black",38.8854980062123,-76.9627460271511,"Ward 7","65-74","Male"
"50",637659,331,687,"Black",38.9600939974275,-77.0339345502744,"Ward 4","35-54","Male"
"51",353905,763,857,"Black",38.9209457185374,-77.0126715057117,"Ward 1","35-54","Male"
"52",831852,550,693,"Black",38.9402418906004,-77.0331593384594,"Ward 4","55-64","Male"
"53",668929,761,837,"Black",38.9211650877974,-77.015194153327,"Ward 1","18-34","Female"
"54",607080,1308,1284,"Black",38.8716398543478,-76.9591930756035,"Ward 7","18-34","Male"
"55",987876,1193,1157,"Black",38.8820511755396,-76.975150448458,"Ward 6","18-34","Male"
"56",338537,419,1001,"Black",38.9520875405822,-76.9946515511811,"Ward 5","65-74","Male"
"57",433832,1403,1027,"Black",38.863104290922,-76.9914245584995,"Ward 8","55-64","Male"
"58",744860,597,1218,"Black",38.935974536782,-76.9674741171895,"Ward 5","55-64","Male"
"59",433428,1208,1498,"Black",38.8807279584756,-76.9323708104222,"Ward 7","35-54","Male"
"60",777871,913,1501,"Black",38.9073837411313,-76.9320431926524,"Ward 7","35-54","Male"
"61",565002,1236,1246,"Black",38.878149193328,-76.9640171797684,"Ward 7","35-54","Male"
"62",882525,376,926,"Black",38.9559401723453,-77.0041050296983,"Ward 4","35-54","Male"
"63",980287,938,1361,"Black",38.9051439675857,-76.9495730936918,"Ward 7","75 plus","Male"
"64",521428,387,725,"Black",38.9549987044396,-77.0292742353681,"Ward 4","35-54","Male"
"65",633717,733,987,"Black",38.9236368358044,-76.9964021855972,"Ward 5","65-74","Male"
"66",881233,886,577,"Black",38.9098783957294,-77.0477771406254,"Ward 2","75 plus","Male"
"67",414312,942,858,"Black",38.9047444295968,-77.0125597327369,"Ward 6","55-64","Male"
"68",884182,1394,1076,"Black",38.8639075021835,-76.9852101132023,"Ward 8","35-54","Male"
"69",440475,1456,1158,"Black",38.8582673627821,-76.9750518783459,"Ward 8","65-74","Male"
"70",465379,348,826,"Black",38.9584827303009,-77.0165604796118,"Ward 4","75 plus","Male"
"71",652728,960,1466,"Black",38.9031695724404,-76.9364723080094,"Ward 7","35-54","Male"
"72",931793,469,998,"Black",38.9475699316799,-76.9949992433711,"Ward 5","35-54","Male"
"73",227876,1403,1014,"Black",38.8630345207714,-76.9930678861317,"Ward 8","55-64","Male"
"74",871438,426,798,"Black",38.9514733044107,-77.0201332293796,"Ward 4","18-34","Male"
"75",546703,1066,784,"Black",38.8935108575772,-77.0218667829593,"Ward 2","65-74","Male"
"76",603298,923,968,"Black",38.9064493014595,-76.9987984104219,"Ward 5","55-64","Female"
"77",265229,299,687,"Black",38.9629420038395,-77.033945590727,"Ward 4","75 plus","Male"
"78",376980,1204,1052,"Black",38.8811034454073,-76.9883072908805,"Ward 6","65-74","Male"
"79",568757,1023,1090,"Black",38.8974236244865,-76.983533443063,"Ward 6","18-34","Male"
"80",647261,1321,1189,"Black",38.8705169459413,-76.9711183508862,"Ward 7","55-64","Male"
"81",344237,568,1153,"Black",38.9386010044854,-76.9756242425619,"Ward 5","55-64","Male"
"82",963768,1368,1368,"Black",38.8661869013066,-76.9486345977215,"Ward 7","55-64","Male"
"83",530589,1093,1446,"Black",38.8911519037366,-76.9388806998704,"Ward 7","65-74","Male"
"84",715057,1107,1296,"Black",38.8898608044746,-76.9577380460262,"Ward 7","65-74","Male"
"85",640186,408,440,"Black",38.9531049179666,-77.0648965223086,"Ward 3","75 plus","Male"
"86",164522,265,844,"Black",38.9659964174991,-77.0142869743619,"Ward 4","75 plus","Male"
"87",127887,888,519,"Black",38.9096409169146,-77.0550196264923,"Ward 2","18-34","Female"
"88",580105,1287,1105,"Black",38.8735136577109,-76.9816405305434,"Ward 8","75 plus","Male"
"89",264097,570,754,"Black",38.9384232085059,-77.0255791086457,"Ward 4","75 plus","Male"
"90",954389,926,1048,"Black",38.9062090374549,-76.9887565881438,"Ward 5","75 plus","Male"
"91",384200,962,1525,"Black",38.9029302072581,-76.9289993179229,"Ward 7","35-54","Male"
"92",387435,1011,1497,"Black",38.8985303151441,-76.932518734541,"Ward 7","35-54","Male"
"93",954792,1510,912,"Black",38.8533822891291,-77.0057414660258,"Ward 8","55-64","Male"
"94",748575,982,1375,"Black",38.9011234316341,-76.9478792019965,"Ward 7","55-64","Male"
"95",193356,515,701,"Black",38.9434303525682,-77.0322410187456,"Ward 4","18-34","Male"
"96",465394,335,666,"Black",38.9596868474106,-77.0366469963017,"Ward 4","18-34","Male"
"97",702689,1000,1157,"Black",38.8995147803013,-76.9751778594692,"Ward 5","18-34","Male"
"98",530922,1554,937,"Black",38.8493554604434,-77.002718269817,"Ward 8","55-64","Female"
"99",947462,390,850,"Black",38.9546764709954,-77.0135509899696,"Ward 4","75 plus","Male"
"100",243989,265,864,"Black",38.9660074294372,-77.0118352734339,"Ward 4","75 plus","Male"
"101",327267,975,1349,"Black",38.9017470846833,-76.9511337981803,"Ward 7","18-34","Female"
"102",218666,1370,1368,"Black",38.8660881291753,-76.9486413232411,"Ward 7","55-64","Male"
"103",725486,716,975,"Black",38.9252431978856,-76.9979016496917,"Ward 5","65-74","Male"
"104",657866,1730,997,"Black",38.8334768322304,-76.9950915092318,"Ward 8","35-54","Male"
"105",756616,935,1083,"Black",38.905396496393,-76.9844398617928,"Ward 5","75 plus","Male"
"106",372104,1645,903,"Black",38.8411836122805,-77.0069729615182,"Ward 8","65-74","Female"
"107",317234,1546,976,"Black",38.8500821072877,-76.997786324665,"Ward 8","55-64","Female"
"108",204067,1663,1057,"Black",38.8395072061096,-76.9875899521927,"Ward 8","55-64","Male"
"109",828908,1082,1392,"Black",38.8921200513196,-76.9456345075982,"Ward 7","35-54","Male"
"110",737540,471,966,"Black",38.9473712122312,-76.9990408719596,"Ward 5","35-54","Male"
"111",880193,1217,1461,"Black",38.8798501952603,-76.9370602817079,"Ward 7","55-64","Male"
"112",659826,67,667,"Black",38.983951701259,-77.0364904761221,"Ward 4","75 plus","Male"
"113",788605,1177,985,"Black",38.8835177130848,-76.996675300919,"Ward 6","55-64","Male"
"114",119101,1060,982,"Black",38.8940772713145,-76.9970486702073,"Ward 6","35-54","Male"
"115",559317,548,847,"Black",38.9404106072488,-77.0138903519381,"Ward 4","35-54","Male"
"116",877125,1079,1433,"Black",38.892399736637,-76.9405369273289,"Ward 7","55-64","Male"
"117",233468,885,1054,"Black",38.9099202368091,-76.9879722367244,"Ward 5","55-64","Male"
"118",989055,634,1131,"Black",38.932627238689,-76.9784329902345,"Ward 5","65-74","Male"
"119",328840,963,1146,"Black",38.9028878006153,-76.9764664850015,"Ward 5","75 plus","Male"
"120",221734,897,810,"Black",38.9088642000252,-77.0185062714205,"Ward 6","18-34","Male"
"121",904281,1072,1071,"Black",38.8930030251051,-76.9858901541265,"Ward 6","55-64","Male"
"122",649625,1425,1218,"Black",38.8610527009173,-76.9674655442937,"Ward 7","35-54","Male"
"123",151713,920,1422,"Black",38.9067710377079,-76.9419323289662,"Ward 7","35-54","Female"
"124",880733,1205,1073,"Black",38.8809484380439,-76.9856492811352,"Ward 6","35-54","Male"
"125",870181,754,962,"Black",38.9217690420243,-76.9994942379482,"Ward 5","75 plus","Male"
"126",485767,746,896,"Black",38.9224632882005,-77.0078587468485,"Ward 5","65-74","Female"
"127",335305,1089,1475,"Black",38.891476073314,-76.9353556122054,"Ward 7","35-54","Male"
"128",790125,1143,1355,"Black",38.8865776557017,-76.9503492364135,"Ward 7","35-54","Male"
"129",929533,1735,861,"Black",38.8330518577597,-77.0121976117091,"Ward 8","65-74","Male"
"130",616016,956,1083,"Black",38.9035230987371,-76.984439987627,"Ward 5","55-64","Male"
"131",158534,1108,1475,"Black",38.8897304494986,-76.9353191212726,"Ward 7","65-74","Female"
"132",932991,280,697,"Black",38.9646243667587,-77.0326852251951,"Ward 4","35-54","Male"
"133",705690,1156,1467,"Black",38.8854177261555,-76.9362671189337,"Ward 7","75 plus","Male"
"134",429239,1627,1045,"Black",38.8427576002652,-76.9890970857825,"Ward 8","35-54","Male"
"135",560050,766,1221,"Black",38.9207241778157,-76.9671390474071,"Ward 5","35-54","Male"
"136",767270,1703,945,"Black",38.8359064393766,-77.001635479004,"Ward 8","35-54","Male"
"137",943700,1162,1068,"Black",38.8848315008106,-76.9862153104954,"Ward 6","18-34","Male"
"138",275456,280,899,"Black",38.9646572737599,-77.007466229866,"Ward 4","35-54","Male"
"139",210882,1078,1411,"Black",38.8924367075316,-76.943250252361,"Ward 7","35-54","Male"
"140",962372,1566,1125,"Black",38.8482990749176,-76.979165862719,"Ward 8","35-54","Male"
"141",420912,439,761,"Black",38.9502581337973,-77.0246495579714,"Ward 4","35-54","Male"
"142",975013,854,766,"Black",38.9127625963651,-77.024034342868,"Ward 6","65-74","Male"
"143",229832,628,768,"Black",38.9331596728324,-77.023830021819,"Ward 1","55-64","Male"
"144",149950,1505,1150,"Black",38.8537976412233,-76.9759827676606,"Ward 8","55-64","Male"
"145",723338,609,652,"Black",38.9348581263951,-77.0383063884211,"Ward 1","18-34","Male"
"146",605913,1008,1095,"Black",38.8987946721298,-76.9829107869036,"Ward 6","55-64","Male"
"147",355163,1003,1419,"Black",38.8992514944718,-76.9422940635608,"Ward 7","35-54","Male"
"148",652311,959,848,"Black",38.9032727986871,-77.0137594331466,"Ward 6","35-54","Male"
"149",124176,1114,1306,"Black",38.8892052805182,-76.9565065931912,"Ward 7","75 plus","Male"
"150",985201,416,1002,"Black",38.9523253068451,-76.9945203802174,"Ward 5","18-34","Male"
"151",732785,100,717,"Black",38.9809571392529,-77.0302457502986,"Ward 4","65-74","Male"
"152",154163,387,795,"Black",38.9549715432565,-77.0204311133131,"Ward 4","75 plus","Male"
"153",432606,253,688,"Black",38.9671528588763,-77.0338139920455,"Ward 4","35-54","Male"
"154",369136,732,1155,"Black",38.9237801579193,-76.9753870750513,"Ward 5","35-54","Female"
"155",579492,474,288,"Black",38.9471105764652,-77.0838866348103,"Ward 3","75 plus","Male"
"156",946006,1214,1070,"Black",38.8801356967432,-76.9860496320203,"Ward 6","55-64","Male"
"157",715360,1379,1098,"Black",38.8652502709118,-76.98252719296,"Ward 8","65-74","Male"
"158",229426,296,791,"Black",38.9632209149909,-77.0209727065055,"Ward 4","65-74","Male"
"159",585997,516,914,"Black",38.9433341726455,-77.005484115748,"Ward 5","35-54","Male"
"160",489049,936,863,"Black",38.9053337152103,-77.0118779476321,"Ward 6","55-64","Male"
"161",984303,1646,903,"Black",38.8410945267184,-77.0069816979685,"Ward 8","18-34","Male"
"162",510960,1072,1071,"Black",38.8930222975172,-76.985942236134,"Ward 6","18-34","Male"
"163",681992,1394,1074,"Black",38.8639043271922,-76.9855510590902,"Ward 8","18-34","Male"
"164",605645,1453,1183,"Black",38.8585324274602,-76.971881234356,"Ward 8","35-54","Male"
"165",759344,1177,1044,"Black",38.883543853355,-76.9892984677507,"Ward 6","35-54","Male"
"166",425874,1802,878,"Black",38.8269282212365,-77.0100958940944,"Ward 8","35-54","Male"
"167",854198,1056,1328,"Black",38.8944908182764,-76.9537299159923,"Ward 7","18-34","Male"
"168",474206,986,1126,"Black",38.9008239539798,-76.9789565720312,"Ward 5","75 plus","Female"
"169",678733,1219,910,"Black",38.8797223815628,-77.0060934138627,"Ward 6","55-64","Female"
"170",771948,974,1347,"Black",38.9018495507924,-76.9513381506807,"Ward 7","35-54","Female"
"171",159835,485,681,"Black",38.9461485919023,-77.0347776649489,"Ward 4","65-74","Male"
"172",745789,301,687,"Black",38.9628018022537,-77.0339848797223,"Ward 4","35-54","Male"
"173",546906,742,677,"Black",38.9228309081528,-77.035246008897,"Ward 1","35-54","Male"
"174",278611,901,1509,"Black",38.9084690547357,-76.93098873378,"Ward 7","55-64","Male"
"175",541208,987,1146,"Black",38.9006933775043,-76.9764501887614,"Ward 5","75 plus","Male"
"176",352283,663,243,"Black",38.9299885572409,-77.0895995110555,"Ward 3","75 plus","Male"
"177",311022,1014,1432,"Black",38.8982502232535,-76.9407100572273,"Ward 7","65-74","Male"
"178",358808,264,453,"Black",38.9660789505021,-77.0633288816272,"Ward 4","55-64","Male"
"179",239728,88,688,"Black",38.9820767122206,-77.0338050211506,"Ward 4","18-34","Male"
"180",952615,422,811,"Black",38.9518515903223,-77.0184328447285,"Ward 4","65-74","Male"
"181",978081,1632,1019,"Black",38.8423792179899,-76.992397329489,"Ward 8","55-64","Male"
"182",202008,1380,1177,"Black",38.8651815203289,-76.9726564673076,"Ward 8","55-64","Female"
"183",739800,1320,1169,"Black",38.8705726075108,-76.9735678605137,"Ward 8","55-64","Male"
"184",170419,1426,1051,"Black",38.8609658113715,-76.9883320017167,"Ward 8","35-54","Female"
"185",238428,939,1088,"Black",38.9050227087377,-76.9838152965625,"Ward 5","18-34","Male"
"186",290021,1367,1083,"Black",38.8663101569096,-76.9844298514915,"Ward 8","18-34","Male"
"187",252034,716,1212,"Black",38.9251884009248,-76.9682175388787,"Ward 5","18-34","Male"
"188",799264,924,1157,"Black",38.9064438953194,-76.975143180041,"Ward 5","75 plus","Male"
"189",289672,772,744,"Black",38.920175387735,-77.0268427411858,"Ward 1","75 plus","Male"
"190",904693,795,922,"Black",38.9180320316691,-77.0045460678202,"Ward 5","55-64","Male"
"191",431339,974,1435,"Black",38.9018549570917,-76.9403339561585,"Ward 7","75 plus","Male"
"192",729553,474,288,"Black",38.9471470196806,-77.0839890896073,"Ward 3","75 plus","Male"
"193",710337,1042,1101,"Black",38.8956839453044,-76.9820802754349,"Ward 6","75 plus","Female"
"194",971762,762,1285,"Black",38.9210869268045,-76.9590749933677,"Ward 5","75 plus","Male"
"195",129086,522,1004,"Black",38.9428076384676,-76.9943103983235,"Ward 5","75 plus","Female"
"196",954385,818,915,"Black",38.9159897520873,-77.0054517250907,"Ward 5","35-54","Male"
"197",216665,915,363,"Black",38.9072187235186,-77.0745780536607,"Ward 2","75 plus","Male"
"198",703087,394,769,"Black",38.9543216235869,-77.0236995339192,"Ward 4","75 plus","Male"
"199",702555,281,777,"Black",38.9646196024066,-77.0226697266216,"Ward 4","75 plus","Male"
"200",848362,1195,1403,"Black",38.881860437266,-76.944329075807,"Ward 7","35-54","Male"
"201",300459,947,1136,"Black",38.9043519869308,-76.9777057552042,"Ward 5","55-64","Male"
"202",933840,1145,1060,"Black",38.886385696352,-76.9872875399377,"Ward 6","65-74","Male"
"203",663399,1091,1302,"Black",38.8912593739865,-76.9570023989456,"Ward 7","35-54","Male"
"204",773654,539,819,"Black",38.9412644652193,-77.0173994244782,"Ward 4","35-54","Male"
"205",207979,1547,979,"Black",38.8500353494537,-76.9973727235077,"Ward 8","35-54","Male"
"206",247693,635,730,"Black",38.9325672409691,-77.0286282156624,"Ward 1","18-34","Male"
"207",811650,768,836,"Black",38.9204863547918,-77.01535643732,"Ward 1","75 plus","Male"
"208",492471,918,1046,"Black",38.9069539268351,-76.9889692969278,"Ward 5","55-64","Male"
"209",867624,468,756,"Black",38.9476360213147,-77.0253423752115,"Ward 4","65-74","Male"
"210",949580,927,841,"Black",38.9061555207504,-77.0146565504828,"Ward 6","35-54","Male"
"211",959165,672,1095,"Black",38.929163145276,-76.982894286136,"Ward 5","55-64","Male"
"212",895965,278,723,"Black",38.9648069884016,-77.0294045356361,"Ward 4","35-54","Male"
"213",609927,848,704,"Black",38.9132633111211,-77.0318356808911,"Ward 2","65-74","Male"
"214",864086,554,977,"Black",38.9399203152529,-76.9977100229856,"Ward 5","35-54","Male"
"215",526676,1073,1422,"Black",38.8929493726732,-76.9419476839595,"Ward 7","55-64","Male"
"216",341834,1059,1419,"Black",38.8941682605944,-76.9422722244446,"Ward 7","75 plus","Male"
"217",928004,1524,1180,"Black",38.8520800199934,-76.9722533869569,"Ward 8","75 plus","Female"
"218",452049,1017,1438,"Black",38.8980276365742,-76.9399102094258,"Ward 7","55-64","Male"
"219",348741,1030,1532,"Black",38.896808580118,-76.9281515727586,"Ward 7","75 plus","Male"
"220",750042,1117,1601,"Black",38.8889751145518,-76.9195398881269,"Ward 7","55-64","Male"
"221",619017,1351,1315,"Black",38.8677503114216,-76.9553656185963,"Ward 7","55-64","Male"
"222",200633,1022,878,"Black",38.8974992067935,-77.0100247012257,"Ward 6","35-54","Male"
"223",668953,434,930,"Black",38.9507522688136,-77.0035063076796,"Ward 5","35-54","Male"
"224",742940,197,776,"Black",38.9721794114571,-77.0227993970911,"Ward 4","55-64","Male"
"225",666776,1108,1424,"Black",38.8897293932674,-76.9416439576146,"Ward 7","35-54","Male"
"226",377831,949,1144,"Black",38.9041518383152,-76.9766921718998,"Ward 5","65-74","Male"
"227",714310,1398,1047,"Black",38.8635057526959,-76.988948168905,"Ward 8","65-74","Male"
"228",599945,1177,1530,"Black",38.8835013975377,-76.9284418338125,"Ward 7","65-74","Male"
"229",949382,943,1149,"Black",38.9046829239838,-76.9760635411101,"Ward 5","65-74","Male"
"230",694466,1321,1112,"Black",38.870525247796,-76.9807970051444,"Ward 8","35-54","Male"
"231",184077,943,871,"Black",38.9046586709875,-77.0109281903705,"Ward 6","75 plus","Male"
"232",929354,898,868,"Black",38.908780104821,-77.0113002294232,"Ward 5","55-64","Male"
"233",230452,1016,1164,"Black",38.8980733551536,-76.9742710771873,"Ward 7","65-74","Male"
"234",779160,1186,1038,"Black",38.8826839348902,-76.9900368779626,"Ward 6","75 plus","Male"
"235",933001,928,1520,"Black",38.9060656000661,-76.9296756245162,"Ward 7","65-74","Male"
"236",494709,670,967,"Black",38.9293886879466,-76.9988921200697,"Ward 5","35-54","Male"
"237",817732,322,668,"Black",38.9608849701055,-77.0364002671693,"Ward 4","65-74","Male"
"238",606020,1155,1467,"Black",38.8855293396277,-76.9362785175231,"Ward 7","75 plus","Male"
"239",919813,766,712,"Black",38.9207215350564,-77.0308741717545,"Ward 1","75 plus","Male"
"240",569656,1022,1457,"Black",38.8975120989835,-76.9375936174573,"Ward 7","35-54","Male"
"241",102387,384,967,"Black",38.9552761621402,-76.9989550725722,"Ward 4","75 plus","Male"
"242",828369,612,1182,"Black",38.9346618224328,-76.971945976756,"Ward 5","65-74","Male"
"243",412540,753,954,"Black",38.9218836778352,-77.000527929176,"Ward 5","55-64","Male"
"244",448811,1066,1334,"Black",38.8935171423337,-76.9529401287744,"Ward 7","75 plus","Male"
"245",245580,1324,1185,"Black",38.8701781674649,-76.9715495619606,"Ward 8","65-74","Male"
"246",481434,401,704,"Black",38.9537038094128,-77.0317897940588,"Ward 4","65-74","Male"
"247",943265,1093,1128,"Black",38.8911324802092,-76.9787123916953,"Ward 6","55-64","Male"
"248",964072,1081,1361,"Black",38.892172147023,-76.9495380354279,"Ward 7","35-54","Female"
"249",904484,478,963,"Black",38.946755777467,-76.9993651861987,"Ward 5","65-74","Female"
"250",968830,1182,1406,"Black",38.8830732717874,-76.9438807911051,"Ward 7","35-54","Male"
"251",105478,1112,1597,"Black",38.8894129081097,-76.9199969201543,"Ward 7","35-54","Female"
"252",446783,454,860,"Black",38.9489365526016,-77.0123498789957,"Ward 4","75 plus","Male"
"253",500208,1496,1197,"Black",38.8546156621604,-76.9700841130267,"Ward 8","55-64","Male"
"254",583152,1772,870,"Black",38.8296508191744,-77.0110503203065,"Ward 8","18-34","Male"
"255",163701,1360,1325,"Black",38.8669153009846,-76.9540789878831,"Ward 7","65-74","Male"
"256",796911,1308,1389,"Black",38.8716507832099,-76.9460304377188,"Ward 7","75 plus","Male"
"257",376508,542,637,"Black",38.9409895265655,-77.0402725673018,"Ward 4","35-54","Male"
"258",341082,451,804,"Black",38.9492111592665,-77.019336270611,"Ward 4","65-74","Male"
"259",957055,1129,1552,"Black",38.8878671614272,-76.9255922563474,"Ward 7","65-74","Male"
"260",316672,412,899,"Black",38.9527008829038,-77.0074110231251,"Ward 4","18-34","Male"
"261",434332,974,1571,"Black",38.9018590983923,-76.9232146219682,"Ward 7","35-54","Male"
"262",918655,758,1057,"Black",38.9214411310759,-76.9876422148464,"Ward 5","35-54","Male"
"263",217701,1018,1620,"Black",38.8978855911603,-76.9171626139573,"Ward 7","65-74","Male"
"264",811460,499,967,"Black",38.9448254108473,-76.9988601549459,"Ward 5","55-64","Male"
"265",928578,693,1160,"Black",38.9273411344256,-76.9748000496282,"Ward 5","35-54","Male"
"266",556639,868,863,"Black",38.9114818240176,-77.0119006185876,"Ward 5","65-74","Male"
"267",618806,1360,1185,"Black",38.8669498536988,-76.9715891774782,"Ward 8","75 plus","Male"
"268",864789,560,709,"Black",38.9393593652921,-77.0312112737961,"Ward 4","35-54","Female"
"269",482974,953,1069,"Black",38.9037457523579,-76.9861572689207,"Ward 5","55-64","Male"
"270",228018,1028,1111,"Black",38.8970158905002,-76.9809334184671,"Ward 6","55-64","Male"
"271",185570,872,822,"Black",38.9110927029735,-77.0170610868074,"Ward 5","55-64","Male"
"272",845399,698,149,"Black",38.9268517964641,-77.101388938549,"Ward 3","35-54","Male"
"273",997800,364,946,"Black",38.9570510531821,-77.0015711356314,"Ward 4","75 plus","Male"
"274",212517,1401,942,"Black",38.8632748468986,-77.0020655280108,"Ward 8","65-74","Male"
"275",664415,546,669,"Black",38.9405831350248,-77.0362534748547,"Ward 4","35-54","Male"
"276",523646,647,1158,"Black",38.9314329326725,-76.9750383910715,"Ward 5","65-74","Male"
"277",199893,372,861,"Black",38.9563243523906,-77.0121411440991,"Ward 4","18-34","Male"
"278",696505,1196,820,"Black",38.881812538506,-77.0173306222835,"Ward 6","18-34","Female"
"279",312501,1064,1097,"Black",38.8937755934342,-76.9826499195741,"Ward 6","35-54","Male"
"280",170043,711,710,"Black",38.92568491563,-77.0310770278874,"Ward 1","75 plus","Female"
"281",247611,517,737,"Black",38.9432663781525,-77.0276519158359,"Ward 4","65-74","Male"
"282",713423,1588,1021,"Black",38.8462800096711,-76.9921232972903,"Ward 8","55-64","Male"
"283",201049,544,1027,"Black",38.9407735679132,-76.991415667069,"Ward 5","35-54","Male"
"284",678431,422,880,"Black",38.9518317553295,-77.0097661580297,"Ward 5","55-64","Male"
"285",796177,1043,1132,"Black",38.8956277229802,-76.9782148270753,"Ward 6","65-74","Male"
"286",356471,369,967,"Black",38.9566427041371,-76.9989431859473,"Ward 4","55-64","Male"
"287",413117,687,891,"Black",38.9278307674047,-77.0084308883527,"Ward 5","35-54","Male"
"288",925742,1372,1274,"Black",38.8658368040813,-76.9604803260483,"Ward 7","55-64","Male"
"289",527545,1410,1031,"Black",38.8624448334859,-76.9908893333226,"Ward 8","35-54","Male"
"290",513160,1759,896,"Black",38.830832637645,-77.0077473400556,"Ward 8","55-64","Male"
"291",605992,1027,1088,"Black",38.8971142678326,-76.9837001569,"Ward 6","55-64","Male"
"292",653997,777,833,"Black",38.9196914326038,-77.0157024162857,"Ward 1","55-64","Male"
"293",518846,720,1030,"Black",38.9248795450006,-76.991037037796,"Ward 5","35-54","Male"
"294",180197,761,857,"Black",38.9211871558915,-77.012725225669,"Ward 1","65-74","Male"
"295",522625,1180,813,"Black",38.8832630183321,-77.0181954963138,"Ward 6","75 plus","Male"
"296",317996,953,1106,"Black",38.9037633674271,-76.9815153666887,"Ward 5","18-34","Male"
"297",274298,480,755,"Black",38.9466129635743,-77.0254474851827,"Ward 4","65-74","Male"
